FFQ	25298	0	0	1	0	0	0	0	0	3	1	0	2	2	1	2	2	0	2	0	1	2	2	2	2	3	1	2	1	1	1	2	2	2	3	3	2	4	1	5	3	5	2	6	2	1	8	6	5	5	1	115	0
FFQ	25299	0	0	1	0	0	0	0	1	1	3	0	1	3	0	1	3	1	2	1	0	2	2	2	1	2	1	1	1	0	1	2	4	3	3	2	1	3	5	3	4	3	4	4	7	8	9	7	5	4	4	101	0
FFQ	25300	0	0	1	0	0	2	0	0	3	2	0	2	1	0	2	1	1	3	0	1	2	2	2	1	2	3	1	1	3	0	0	1	5	0	3	0	1	3	6	5	5	8	3	9	7	7	2	0	5	0	111	0
FFQ	25301	0	0	1	0	1	1	0	0	4	2	1	1	0	0	4	1	2	0	0	1	2	5	0	1	1	1	0	2	2	4	1	0	2	2	2	1	2	6	4	3	4	7	5	2	5	7	2	2	2	5	116	0
FFQ	25302	0	0	1	0	1	1	0	1	2	2	0	2	0	2	1	1	1	1	0	0	3	3	2	2	1	2	0	0	5	0	3	1	2	1	4	2	1	1	6	6	9	6	7	8	4	4	1	3	5	5	104	0
FFQ	25303	0	0	1	0	0	2	0	1	1	2	0	2	2	2	2	1	0	1	0	1	4	1	1	1	3	1	0	1	3	1	1	2	1	4	0	2	5	3	7	6	8	6	2	7	5	5	2	5	2	0	110	0
FFQ	25304	0	0	1	0	0	1	2	0	1	0	3	2	2	0	2	1	1	0	0	1	2	3	3	0	2	6	2	2	1	1	1	0	3	2	4	0	5	3	3	2	4	5	6	4	8	7	7	5	2	2	105	0
FFQ	25305	0	0	1	0	0	0	2	1	1	2	2	0	2	0	1	0	1	0	0	3	4	4	1	2	3	3	2	1	0	4	2	0	1	2	5	0	1	6	2	2	6	2	9	6	6	7	5	3	0	3	109	0
FFQ	25306	0	0	1	0	0	0	1	1	2	1	1	2	1	2	1	0	0	0	3	2	6	1	1	2	4	4	0	1	3	1	1	2	0	2	3	0	1	7	4	5	4	9	4	5	8	1	3	4	4	1	108	0
FFQ	25307	0	0	1	0	0	0	0	1	3	0	1	2	4	2	1	0	1	0	1	1	4	3	2	3	4	0	0	1	1	1	2	2	2	3	1	5	4	4	3	4	2	3	4	6	8	7	2	3	4	3	108	0
FFQ	25308	0	0	1	0	0	0	1	1	1	0	1	1	2	4	3	2	0	0	0	0	5	2	2	2	3	1	1	4	2	1	2	3	0	3	2	2	4	4	0	3	2	2	4	10	6	7	3	5	5	2	108	0
FFQ	25309	0	0	1	0	0	0	1	1	1	1	1	0	2	4	4	2	2	0	0	2	0	4	2	3	1	0	1	1	1	1	3	3	2	1	3	4	3	2	2	0	7	3	5	4	6	5	3	4	2	3	116	0
FFQ	25310	0	0	1	0	0	0	0	2	2	0	1	0	2	3	1	2	2	0	0	1	3	3	1	2	0	2	3	3	3	0	2	3	0	4	0	2	3	4	4	4	8	6	8	4	7	6	5	1	6	2	101	0
FFQ	25311	0	0	1	0	0	1	2	1	1	0	0	0	3	2	0	4	1	0	0	1	2	3	4	2	2	0	2	1	1	1	1	4	3	2	4	2	2	4	3	8	7	4	5	6	7	2	5	4	1	0	108	0
FFQ	25312	0	0	1	0	0	1	1	1	3	0	2	1	1	1	1	0	2	0	1	0	1	3	3	3	4	3	0	2	1	3	0	3	3	2	1	1	2	1	4	7	5	4	5	8	6	5	4	1	4	3	109	0
FFQ	25313	0	0	1	0	0	2	0	2	3	0	3	1	1	0	1	1	2	3	1	1	0	2	3	1	3	0	1	3	0	3	1	2	3	2	1	0	5	3	3	1	6	2	5	4	9	6	8	6	3	2	107	0
FFQ	25314	0	0	1	0	0	1	1	0	1	4	3	2	1	1	1	0	1	1	0	0	1	2	2	1	0	5	0	3	3	1	1	1	1	1	2	3	1	3	3	3	2	11	6	8	6	7	2	3	4	3	110	0
FFQ	25315	0	0	1	0	0	0	1	2	1	4	0	1	2	0	0	1	1	2	0	2	1	0	4	2	1	1	1	0	1	5	2	0	3	1	2	1	3	1	2	4	7	4	6	9	1	5	1	4	5	0	122	0
FFQ	25316	0	0	1	0	0	0	1	0	1	4	1	1	1	0	0	1	1	1	1	2	1	2	2	4	3	1	1	1	0	2	1	2	2	1	2	3	1	1	5	7	8	5	5	3	6	7	2	2	0	2	119	0
FFQ	25317	0	0	1	0	0	0	0	1	2	2	0	2	0	0	0	2	3	0	1	1	2	4	3	4	1	1	0	0	1	4	1	0	2	1	1	5	4	3	3	3	6	8	4	4	4	9	6	7	4	2	105	0
FFQ	25318	0	0	1	0	0	0	0	0	4	3	0	0	0	0	1	2	1	0	2	0	2	2	7	3	1	2	1	0	0	2	2	2	1	3	2	3	2	2	5	6	7	5	5	5	5	4	7	5	3	0	109	0
FFQ	25319	0	0	1	0	0	0	0	0	1	3	2	1	1	0	1	4	1	1	2	1	1	3	2	5	2	1	1	2	0	1	1	4	3	0	2	3	2	4	4	4	5	7	6	5	9	5	5	3	3	7	98	0
FFQ	25320	0	0	1	0	0	0	0	2	1	1	1	1	0	4	0	2	2	2	1	3	1	0	4	0	4	0	1	1	2	0	1	3	3	2	3	3	3	4	5	3	5	3	6	3	8	7	3	2	3	2	111	0
FFQ	25321	0	0	1	0	0	0	1	0	1	2	1	0	0	3	3	3	2	1	2	2	2	2	0	2	2	0	0	0	4	1	0	2	3	1	4	2	0	4	5	5	7	6	9	8	8	7	5	3	7	0	96	0
FFQ	25322	0	0	1	0	0	1	0	0	1	2	1	2	2	0	1	2	4	2	1	3	1	2	0	1	3	0	1	1	2	3	1	4	2	1	0	3	3	1	2	8	4	4	8	9	7	6	5	4	1	0	107	0
FFQ	25323	0	0	1	0	0	0	1	2	0	3	2	0	1	1	0	1	1	3	1	2	2	0	4	2	0	1	4	2	2	3	2	2	0	2	3	1	3	2	2	1	8	7	6	5	8	5	7	4	2	0	108	0
FFQ	25324	0	0	1	0	0	0	1	2	0	1	2	0	3	0	1	2	2	1	2	1	2	1	2	1	2	0	2	0	3	2	3	3	0	1	4	1	3	0	2	6	5	6	2	7	4	7	6	3	2	3	115	0
FFQ	25325	0	0	1	0	0	1	1	1	1	3	1	1	0	1	0	2	1	2	3	1	1	1	0	2	2	1	3	1	2	0	1	4	4	0	3	2	2	4	4	2	5	5	4	5	6	5	3	2	1	2	120	0
FFQ	25326	0	0	1	0	0	2	0	1	2	3	2	0	0	0	0	1	1	2	1	2	3	1	0	3	0	3	0	1	4	1	1	2	2	1	1	2	5	4	1	2	4	6	3	4	4	3	2	2	3	1	130	0
FFQ	25327	0	0	1	0	0	3	2	1	0	2	1	0	0	1	1	0	2	1	1	2	2	1	1	2	1	3	1	2	1	2	2	4	0	1	1	1	3	4	0	6	4	2	3	5	7	6	1	4	3	4	122	0
FFQ	25328	0	0	1	0	0	3	2	1	1	0	1	1	1	0	0	1	1	3	2	0	0	0	2	1	5	1	2	2	1	3	0	6	0	3	2	3	1	3	5	5	6	5	4	4	5	3	3	1	5	1	117	0
FFQ	25329	0	0	1	0	0	2	1	2	1	0	1	2	1	0	0	1	0	5	1	2	1	1	2	2	2	1	1	0	0	1	5	2	1	2	2	1	4	3	3	3	8	3	8	5	1	7	3	4	7	3	111	0
FFQ	25330	0	0	1	0	0	2	2	1	2	1	0	0	3	0	1	4	0	1	0	3	0	4	3	2	2	2	0	1	0	1	2	3	0	1	4	2	0	5	2	3	4	4	3	6	5	1	5	4	2	3	122	0
FFQ	25331	0	0	1	0	0	3	1	1	2	1	0	3	2	0	3	1	2	2	1	1	1	2	0	1	1	2	4	0	0	0	2	4	3	2	1	1	2	5	0	2	3	2	8	10	7	8	6	4	2	4	106	0
FFQ	25332	0	0	1	0	1	1	2	1	1	2	1	2	6	1	1	2	1	1	0	0	0	2	1	2	1	2	0	0	1	1	1	1	3	3	2	2	2	0	4	4	2	4	9	1	4	5	5	4	2	1	124	0
FFQ	25333	0	0	1	1	0	0	3	0	4	2	2	1	3	1	2	0	3	0	0	0	1	0	1	3	3	0	2	1	2	0	1	2	5	1	2	2	3	1	2	5	2	2	5	8	7	5	1	2	0	9	116	0
FFQ	25334	0	0	1	0	1	0	3	2	1	3	1	3	2	3	0	0	1	1	0	0	1	1	2	1	5	1	0	3	2	1	1	1	3	1	2	5	2	1	6	5	5	1	2	5	7	4	7	4	1	2	113	0
FFQ	25335	0	0	1	1	0	3	1	1	2	0	1	1	2	2	1	0	0	4	0	1	2	1	0	3	2	3	1	2	2	2	1	0	3	0	3	5	3	5	6	3	6	2	4	4	8	3	5	3	1	3	110	0
FFQ	25336	0	0	1	1	0	1	3	1	1	1	0	3	0	0	0	0	1	2	0	2	2	0	1	4	4	4	2	4	2	2	0	2	1	1	5	1	3	5	7	2	2	7	1	5	3	7	4	5	4	3	107	0
FFQ	25337	0	0	1	0	1	0	2	4	2	0	1	0	1	0	0	1	1	0	1	1	2	2	2	4	6	3	3	0	1	3	3	2	0	0	3	3	2	4	3	2	7	6	4	7	4	2	5	3	3	1	111	0
FFQ	25338	0	0	1	0	0	0	2	3	1	1	2	0	1	1	2	0	1	0	2	0	2	4	0	3	7	1	2	1	3	1	1	3	1	2	3	3	1	2	0	4	5	10	6	3	9	4	3	5	3	0	108	0
FFQ	25339	0	0	1	0	0	0	1	2	1	2	2	0	1	1	0	2	1	2	1	2	0	2	0	3	3	1	2	1	1	4	2	3	2	2	3	3	1	5	4	3	4	11	6	3	1	6	3	6	2	2	109	0
FFQ	25340	0	0	1	0	0	0	2	3	0	1	1	1	1	0	1	0	1	1	1	2	1	2	0	3	2	4	1	3	1	2	0	1	7	0	2	2	2	6	4	2	0	4	9	6	5	8	2	4	1	1	116	0
FFQ	25341	0	0	1	0	0	0	4	3	0	1	1	0	0	1	2	1	1	1	1	1	1	1	2	1	4	4	1	1	1	0	0	1	2	0	5	4	3	3	2	3	8	3	6	6	4	6	6	7	2	3	109	0
FFQ	25342	0	0	1	0	0	1	2	3	1	1	0	0	0	2	1	1	2	0	2	1	2	1	1	2	5	3	1	0	2	1	1	0	0	4	3	3	3	6	3	1	8	8	7	5	5	2	6	9	3	4	100	0
FFQ	25343	0	0	1	0	0	1	1	3	1	1	1	1	1	0	0	0	1	2	0	0	3	1	3	3	2	3	0	1	1	2	3	0	0	1	2	3	1	3	8	5	8	7	3	8	7	5	4	3	2	3	108	0
FFQ	25344	0	0	1	0	1	0	3	2	1	2	0	1	1	0	0	0	1	0	1	0	0	4	3	2	3	1	1	1	1	2	2	1	2	1	5	1	2	6	6	5	6	5	3	7	5	8	3	3	2	2	110	0
FFQ	25345	0	0	1	0	2	0	2	0	2	1	1	1	0	2	0	1	0	0	0	2	1	2	5	1	2	3	0	0	2	3	3	3	5	2	1	1	0	6	0	8	3	4	3	4	8	2	4	5	0	4	117	0
FFQ	25346	0	0	1	0	1	1	1	2	0	1	3	1	1	0	1	1	3	1	1	1	1	4	2	2	1	1	1	2	2	3	0	1	1	1	2	0	4	4	7	3	2	6	7	8	5	1	5	8	3	1	109	0
FFQ	25347	0	0	1	0	1	1	2	2	0	2	2	1	1	0	0	2	3	1	1	0	2	2	3	2	0	3	3	4	0	1	0	0	1	1	2	2	0	4	3	4	8	8	3	4	5	7	6	5	4	4	106	0
FFQ	25348	0	0	1	0	0	3	0	2	1	2	3	1	0	0	0	3	2	0	1	0	2	4	1	2	4	2	2	2	0	1	1	1	1	2	1	2	0	2	5	6	4	6	2	4	4	4	7	2	3	5	116	0
FFQ	25349	0	0	1	0	1	1	1	2	0	4	3	0	0	1	0	1	1	1	1	2	1	5	1	1	2	3	2	0	0	2	0	2	2	1	2	0	1	5	6	2	3	7	4	4	2	6	7	5	3	1	117	0
FFQ	25350	0	0	1	0	1	0	2	2	2	1	1	1	0	1	0	1	2	1	1	3	2	2	1	0	3	6	1	1	1	0	1	4	2	3	1	0	2	4	7	3	4	4	6	3	6	7	5	3	4	2	109	0
FFQ	25351	0	0	1	0	1	0	0	2	2	1	1	0	1	1	1	1	0	2	3	2	1	4	1	1	1	4	1	1	3	0	2	2	1	2	2	2	3	4	1	5	3	4	4	5	3	2	2	6	4	3	121	0
FFQ	25352	0	0	1	0	0	0	0	0	2	1	2	2	1	0	3	0	0	1	2	2	1	2	1	4	0	5	1	1	0	1	1	2	2	2	2	3	3	4	4	4	4	2	4	4	5	6	5	5	3	3	116	0
FFQ	25353	0	0	1	0	0	0	0	0	1	2	3	0	0	4	2	0	1	0	3	2	0	1	3	2	4	1	1	0	2	2	3	3	0	0	2	4	1	4	5	4	6	2	3	8	3	4	3	3	1	3	120	0
FFQ	25354	0	0	1	0	0	0	0	0	1	3	0	2	3	2	1	0	1	2	3	1	1	0	2	2	3	0	3	1	2	0	4	2	0	0	2	2	2	5	3	5	6	3	5	6	3	5	4	3	2	1	120	0
FFQ	25355	0	0	1	0	0	0	0	1	2	2	5	1	1	1	1	1	2	0	1	1	0	2	1	0	4	1	2	2	4	1	2	1	0	1	3	2	1	7	1	3	3	1	5	3	9	5	6	5	3	10	109	0
FFQ	25356	0	0	1	0	0	0	0	1	3	3	0	5	1	1	2	0	2	0	0	0	0	0	1	3	5	1	3	1	2	1	0	0	2	2	1	4	2	5	1	6	4	5	6	5	4	5	4	3	2	0	120	0
FFQ	25357	0	0	1	0	0	0	1	1	1	3	3	1	2	0	2	1	1	1	0	0	1	1	1	3	4	0	1	3	4	3	1	2	1	0	3	4	4	3	1	2	8	6	6	5	2	4	4	1	2	3	116	0
FFQ	25358	0	0	1	0	0	0	1	1	0	2	3	2	1	0	0	2	2	0	0	1	0	1	3	5	3	1	2	1	3	3	0	2	2	2	3	2	3	6	6	4	3	7	5	5	5	9	4	3	2	4	102	0
FFQ	25359	0	0	1	0	0	1	0	1	1	1	2	3	2	0	1	2	0	1	1	2	1	0	3	5	1	1	0	1	1	4	2	3	1	3	2	0	2	5	6	4	5	7	4	5	3	7	7	3	7	0	105	0
FFQ	25360	0	0	1	0	0	1	0	0	2	0	3	1	3	2	1	0	1	2	1	3	1	1	0	3	1	1	0	1	2	4	1	4	2	3	4	1	3	5	1	5	5	4	3	4	10	5	1	1	1	1	118	0
FFQ	25361	0	0	1	0	0	0	1	0	2	1	0	0	1	2	1	0	2	2	4	2	2	1	1	0	1	0	2	4	1	1	0	3	2	4	3	2	5	4	2	5	2	8	5	3	7	2	6	5	1	3	113	0
FFQ	25362	0	0	1	0	0	0	1	0	1	2	0	0	0	2	0	1	1	5	3	0	2	4	1	0	0	1	0	5	2	0	2	1	0	4	4	2	3	1	4	9	4	3	7	5	2	5	9	3	3	0	114	0
FFQ	25363	0	0	1	0	0	1	0	0	1	1	2	0	0	1	3	2	0	2	2	0	1	1	2	3	4	1	3	1	1	1	1	2	1	0	3	2	2	3	2	1	7	9	7	5	4	3	8	3	5	1	114	0
FFQ	25364	0	0	1	0	0	0	2	1	0	3	1	1	0	0	1	2	1	1	2	2	1	4	2	0	2	0	1	3	2	0	1	2	2	0	3	2	1	5	2	3	3	3	6	8	7	4	3	6	3	1	119	0
FFQ	25365	0	0	1	0	0	0	3	1	2	0	1	1	0	0	1	2	0	0	1	1	2	2	3	1	1	1	2	2	2	0	2	1	2	1	4	3	2	4	2	6	3	3	3	3	8	2	5	5	0	3	125	0
FFQ	25366	0	0	1	0	0	0	3	0	2	1	1	1	1	0	1	0	0	4	0	0	0	2	3	1	3	2	0	1	0	1	0	2	2	1	6	3	1	3	8	4	9	6	1	5	4	5	4	2	2	0	121	0
FFQ	25367	0	0	1	0	0	0	2	0	1	1	2	2	0	1	1	2	1	2	1	0	0	2	2	2	0	1	1	1	0	1	0	1	3	1	4	2	4	2	2	5	8	6	5	1	3	6	4	5	1	1	126	0
FFQ	25368	0	0	1	0	0	0	2	1	0	2	2	0	2	2	0	1	2	0	3	0	1	1	1	2	0	2	1	2	1	1	2	2	4	0	4	1	3	1	4	3	5	5	3	7	10	3	4	4	3	4	115	0
FFQ	25369	0	0	1	0	0	0	0	2	1	1	4	0	1	1	0	2	1	0	0	1	2	1	3	1	1	1	3	1	1	0	2	3	1	2	1	2	2	3	4	7	5	6	2	7	8	5	4	2	1	3	118	0
FFQ	25370	0	0	1	0	0	0	2	1	4	0	0	2	1	0	0	1	0	1	0	1	1	2	3	3	1	2	2	3	0	0	1	1	1	1	0	3	2	5	7	7	5	6	7	2	9	4	4	6	6	2	107	0
FFQ	25371	0	0	1	0	0	1	2	3	3	0	1	0	1	0	0	1	1	0	0	1	2	1	3	2	1	3	1	3	0	1	1	1	2	0	1	1	4	6	1	6	2	6	3	3	5	6	6	3	1	2	125	0
FFQ	25372	0	0	1	0	0	0	3	2	0	1	1	0	4	0	0	2	0	0	1	2	2	1	1	4	0	1	0	1	0	2	1	2	0	3	1	5	2	6	3	5	2	5	4	6	5	6	5	5	7	2	113	0
FFQ	25373	0	0	1	0	0	0	1	0	2	2	0	3	2	1	2	1	0	1	1	2	1	1	2	2	1	2	1	0	0	2	2	1	2	2	5	1	1	3	3	5	3	3	3	4	5	6	3	2	2	1	129	0
FFQ	25374	0	0	1	0	0	0	1	3	0	0	2	0	4	1	1	1	2	1	2	1	0	1	3	0	2	2	1	1	3	3	0	0	3	3	3	0	2	7	3	3	1	5	4	5	7	5	3	7	6	1	113	0
FFQ	25375	0	0	1	0	0	0	1	2	2	2	0	2	2	0	0	0	1	0	1	1	1	0	3	3	4	0	2	0	2	0	3	1	2	2	5	5	1	3	6	2	3	6	3	6	5	6	8	6	3	2	109	0
FFQ	25376	0	0	1	0	0	0	1	2	2	2	0	1	0	1	0	0	2	0	1	0	1	2	0	5	3	4	1	1	0	1	3	1	2	2	3	3	6	5	2	6	2	8	6	3	3	8	3	5	3	1	111	0
FFQ	25377	0	0	1	0	0	0	2	1	0	1	1	1	0	2	0	0	1	0	2	1	5	0	2	3	3	2	1	0	3	1	3	3	0	1	3	2	1	10	2	2	4	5	5	7	6	6	6	5	2	1	110	0
FFQ	25378	0	0	1	0	0	0	2	0	0	0	2	0	1	2	2	2	0	0	1	1	2	2	1	3	4	3	2	2	2	3	2	1	4	0	3	2	1	5	3	5	2	5	6	5	6	5	3	4	2	2	113	0
FFQ	25379	0	0	1	0	1	0	2	0	0	1	0	0	1	2	3	1	1	2	0	4	1	0	3	2	4	2	1	2	1	2	0	2	1	3	0	1	2	1	8	4	4	4	7	9	8	8	6	2	2	3	105	0
FFQ	25380	0	0	1	0	1	0	1	1	0	1	0	1	1	1	2	1	1	1	2	1	2	0	2	0	4	4	0	2	3	0	0	3	2	1	1	3	2	1	3	4	8	7	4	7	7	6	9	1	5	2	108	0
FFQ	25381	0	0	1	0	1	0	1	1	0	2	0	1	1	1	1	1	0	2	0	1	3	1	3	3	2	2	3	2	1	1	0	3	2	1	3	4	2	5	1	3	7	4	2	3	7	7	6	5	2	1	114	0
FFQ	25382	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	3	1	1	2	0	2	4	4	2	3	1	1	2	1	0	7	2	1	4	2	3	4	3	4	5	6	3	5	5	2	3	5	0	118	0
FFQ	25383	0	0	1	0	1	0	2	0	0	2	1	0	0	0	2	0	2	0	2	1	2	1	3	5	4	2	2	2	1	2	3	3	1	2	1	2	3	6	4	2	0	3	4	5	5	6	7	2	0	4	116	0
FFQ	25384	0	0	1	0	1	0	1	0	1	3	0	0	0	3	0	0	1	1	1	2	1	0	2	4	5	1	1	2	2	0	4	2	4	2	3	2	0	4	4	5	5	4	6	3	7	8	4	5	2	1	109	0
FFQ	25385	0	0	1	0	0	1	0	0	0	5	0	1	2	0	0	0	0	1	0	2	2	0	2	5	4	4	2	4	2	1	1	2	0	1	3	2	3	3	3	4	6	8	5	2	10	8	1	2	6	2	106	0
FFQ	25386	0	0	1	0	0	1	0	1	1	1	0	2	4	1	0	1	0	0	1	2	1	0	2	2	4	2	2	3	1	2	2	3	1	2	0	3	3	4	4	4	3	9	5	4	6	5	0	5	4	1	114	0
FFQ	25387	0	0	1	0	0	0	1	1	1	1	1	1	5	0	0	1	1	2	1	2	1	2	1	0	4	3	2	2	1	0	0	4	0	2	0	4	1	3	1	6	8	6	3	8	3	5	2	5	6	2	113	0
FFQ	25388	0	0	1	0	0	0	0	3	0	2	0	1	3	0	0	2	1	1	0	2	1	3	1	2	3	2	2	2	1	1	1	2	1	3	1	3	5	6	4	6	4	2	6	9	8	10	5	1	2	4	100	0
FFQ	25389	0	0	1	0	1	1	0	1	1	2	0	1	1	0	0	1	4	0	0	1	3	0	2	3	1	3	1	0	1	3	2	2	1	4	3	2	1	5	5	5	4	2	3	10	6	7	6	5	0	2	110	0
FFQ	25390	0	0	1	0	1	2	0	2	1	1	0	0	1	2	0	0	0	0	0	2	2	1	3	1	3	1	3	3	1	1	6	2	2	0	2	2	2	1	5	5	7	4	9	4	10	3	0	3	2	3	113	0
FFQ	25391	0	0	1	0	0	3	0	1	0	1	0	1	0	0	2	0	1	1	2	3	0	1	4	2	3	0	0	0	3	3	1	3	4	1	0	3	3	6	1	4	7	5	9	5	10	2	2	3	4	3	109	0
FFQ	25392	0	0	1	0	0	3	0	0	1	0	1	0	1	1	0	1	2	1	0	1	2	1	4	3	0	2	0	1	2	1	2	5	3	0	2	1	0	8	1	0	5	6	10	6	9	5	8	7	3	3	104	0
FFQ	25393	0	0	1	0	0	1	1	0	3	3	1	1	0	0	0	1	1	1	0	1	4	2	1	1	1	3	1	1	0	0	3	3	3	4	1	3	1	2	3	4	9	8	4	5	6	5	4	5	2	3	110	0
FFQ	25394	0	0	1	0	0	1	1	0	1	3	0	0	0	0	1	2	2	0	2	3	1	2	1	4	2	1	3	0	1	2	2	5	2	4	2	2	4	4	1	2	5	4	6	11	4	7	9	5	2	1	101	0
FFQ	25395	0	0	1	0	1	1	0	0	1	3	2	0	0	1	1	0	2	1	1	2	3	4	0	4	1	2	1	2	1	3	4	3	2	2	1	2	2	4	1	5	5	6	5	6	3	6	2	4	1	2	113	0
FFQ	25396	0	0	1	0	1	1	0	3	3	1	0	1	1	1	0	0	0	2	1	0	1	5	4	2	1	1	1	2	3	0	4	0	3	5	1	0	2	4	6	4	4	4	5	4	7	7	5	1	3	0	112	0
FFQ	25397	0	0	1	0	1	0	2	0	4	1	0	1	1	1	2	0	1	1	1	0	4	5	1	0	2	3	3	2	1	0	4	1	3	1	3	0	1	3	4	1	4	3	6	8	5	8	6	6	0	1	111	0
FFQ	25398	0	0	1	0	0	0	4	0	2	2	0	0	2	1	1	0	1	3	1	3	2	2	1	1	1	1	2	1	4	3	0	4	0	3	4	1	2	4	4	7	4	2	5	5	3	7	3	1	2	1	116	0
FFQ	25399	0	0	1	0	1	0	1	1	2	3	0	1	0	2	1	0	2	2	1	2	3	0	2	2	3	1	0	0	5	2	0	2	3	3	3	2	2	5	4	3	6	3	2	8	5	4	3	3	2	2	114	0
FFQ	25400	0	0	1	1	0	0	0	2	2	0	0	1	1	1	2	0	1	5	2	2	2	1	1	2	4	0	0	1	3	2	1	2	2	1	4	1	0	3	5	8	3	5	6	6	3	8	1	6	2	1	112	0
FFQ	25401	0	0	1	1	0	0	1	1	0	1	1	0	0	2	1	1	2	1	2	2	4	3	2	2	2	0	1	1	1	3	1	2	1	5	0	2	1	5	7	3	6	2	3	4	4	6	4	2	4	1	118	0
FFQ	25402	0	0	1	1	0	0	1	1	1	0	0	1	2	0	1	0	4	0	1	3	0	1	0	6	3	2	0	1	0	3	1	1	1	3	2	2	2	3	2	3	4	7	4	8	7	2	10	2	0	3	117	0
FFQ	25403	0	0	1	0	0	1	0	2	0	0	1	1	1	1	1	0	3	1	2	2	2	1	1	3	3	4	0	1	1	1	2	3	1	4	0	2	4	1	2	6	4	8	5	5	5	13	3	4	2	3	106	0
FFQ	25404	0	0	1	0	0	1	0	1	2	1	1	1	2	0	2	0	2	1	0	1	0	1	2	3	2	2	4	2	0	1	1	3	1	1	2	4	1	2	5	5	4	6	7	5	6	5	6	5	4	3	108	0
FFQ	25405	0	0	1	0	0	1	1	0	0	2	1	1	4	0	4	0	0	1	0	1	0	1	2	1	3	4	1	0	3	0	1	1	3	0	2	3	0	4	3	5	7	3	3	3	6	2	5	5	3	2	124	0
FFQ	25406	0	0	1	0	0	0	1	0	2	0	3	1	2	3	1	0	0	1	1	1	2	0	1	1	3	2	1	2	0	0	2	2	4	2	1	4	2	3	3	2	6	5	5	4	1	3	6	3	0	4	126	0
FFQ	25407	0	0	1	0	0	0	0	0	1	2	2	0	4	0	4	0	1	2	1	2	0	0	3	1	4	1	1	0	0	0	1	1	1	3	4	3	2	5	3	5	4	6	3	3	4	8	5	6	2	2	116	0
FFQ	25408	0	0	1	0	0	0	1	0	1	2	1	0	3	2	2	2	0	1	0	0	0	0	3	2	1	3	2	0	1	2	2	1	3	2	3	3	3	8	2	4	7	3	3	7	4	5	1	4	2	2	118	0
FFQ	25409	0	0	1	0	0	0	2	2	0	0	0	1	3	1	1	2	0	0	0	1	1	1	1	1	1	3	2	4	0	0	4	2	1	1	2	0	6	4	6	2	6	7	7	1	7	7	4	3	4	1	114	0
FFQ	25410	0	0	1	0	0	1	2	2	0	0	0	1	1	1	1	1	0	0	0	1	1	3	2	0	2	4	2	3	4	3	0	1	4	2	1	3	2	6	2	6	4	3	5	4	5	8	6	3	2	2	112	0
FFQ	25411	0	0	1	0	0	1	3	1	1	0	0	0	0	1	1	2	1	0	0	0	2	2	3	4	1	5	1	1	0	1	1	1	0	2	1	2	5	5	4	6	3	9	7	3	6	5	2	2	1	2	118	0
FFQ	25412	0	0	1	0	0	1	1	1	2	1	1	0	0	0	3	0	1	1	0	1	2	2	2	1	2	2	1	1	1	2	3	1	0	0	3	1	4	6	6	3	2	5	3	9	9	10	4	5	2	5	106	0
FFQ	25413	0	0	1	0	1	0	1	1	1	1	2	0	0	1	2	2	1	0	0	2	0	2	4	2	4	1	0	1	0	3	2	0	0	1	4	1	1	3	4	0	4	13	4	4	2	8	9	6	4	2	112	0
FFQ	25414	0	0	1	0	0	0	0	0	1	1	2	0	2	1	1	3	1	1	2	2	2	2	2	1	2	3	1	2	0	5	1	1	2	0	1	2	2	4	1	4	2	2	6	5	6	3	2	5	1	3	126	0
FFQ	25415	0	0	1	0	0	0	0	1	3	0	1	2	0	0	1	2	1	3	1	2	3	1	1	1	2	2	1	1	3	1	1	1	2	2	3	3	2	7	1	4	3	1	4	10	4	3	9	6	4	1	112	0
FFQ	25416	0	0	1	0	0	0	1	2	2	0	1	1	0	1	1	3	0	1	1	2	2	1	3	1	3	2	5	2	2	1	1	1	1	2	2	0	6	4	3	2	7	4	2	4	2	6	3	8	5	1	114	0
FFQ	25417	0	0	1	0	0	1	0	1	1	1	1	1	0	2	1	3	2	3	0	0	2	0	1	5	2	3	2	1	1	0	2	4	2	3	2	2	1	3	3	5	4	3	4	7	5	7	2	2	3	4	114	0
FFQ	25418	0	0	1	0	0	1	0	2	2	1	1	0	2	2	3	0	2	0	0	1	2	3	3	2	1	3	4	0	4	0	2	2	8	0	1	1	3	3	2	3	6	5	6	1	7	2	6	2	4	1	112	0
FFQ	25419	0	0	1	0	0	2	0	3	2	0	0	2	0	4	1	0	0	0	2	1	1	0	6	1	2	3	1	1	1	1	2	1	5	1	1	3	2	7	1	1	4	5	2	9	10	1	1	6	3	2	114	0
FFQ	25420	0	0	1	0	0	0	0	2	3	1	0	1	1	2	0	1	1	0	0	2	0	2	4	5	4	1	2	1	0	0	0	1	4	1	3	4	3	4	3	1	2	3	1	3	8	5	5	5	6	4	116	0
FFQ	25421	0	0	1	0	0	1	0	1	3	3	1	0	1	3	1	0	0	0	2	1	2	4	2	0	1	2	3	1	2	2	1	1	2	3	5	2	2	4	3	6	5	4	6	8	3	9	5	2	2	1	105	0
FFQ	25422	0	0	1	0	0	1	2	3	2	1	0	0	1	1	0	1	1	2	1	2	2	2	1	1	2	3	1	1	2	3	2	2	1	2	4	3	2	1	4	5	4	5	5	3	5	5	2	3	2	3	116	0
